arm,seed,valve,horizon,seconds,response,day_ci_low,day_ci_high,n_windows,unsupported,dose_min,dose_max
blackbox_itransformer,0,2,7,70,0.0008948692908653846,0.0007652869591346154,0.0010449844751602563,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,8,80,0.0006680219601362178,0.0004937489827473958,0.0008714900872646233,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,9,90,0.0006804637419871795,0.00047555189866286054,0.0009293091602814505,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,10,100,0.0008735069861778845,0.0006111947084084536,0.0011896358392177483,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,11,110,0.0008175972180488781,0.0005550726866110777,0.0011477015568659857,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,12,120,0.0009740193684895835,0.0006906538743239181,0.0013314212896885014,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,13,130,0.0010324722681290064,0.0007151236900916466,0.001418785682091346,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,14,140,0.001039397410857372,0.0007393352801983173,0.0014068642640725157,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,15,150,0.0011261768830128206,0.000797754923502604,0.0015352806678185095,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,16,160,0.0012148343599759615,0.0008556072528545673,0.0016520084478916265,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,17,170,0.001180599897335737,0.0008251336904672474,0.0016023000081380205,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,0,2,18,180,0.001334987542568109,0.0009737719022310698,0.001765012496556991,64,0,0.04999998211860657,0.050000011920928955
blackbox_itransformer,1,1,1,10,-0.00013134296123798076,-0.00016952025584685492,-9.221101418519631e-05,64,0,0.04999999701976776,0.050000011920928955
blackbox_itransformer,1,1,2,20,-6.999480418669871e-05,-0.00010619139059995994,-3.222734500200322e-05,64,0,0.04999999701976776,0.050000011920928955
blackbox_itransformer,1,1,3,30,-3.2865084134615353e-06,-4.5402722480969544e-05,4.092485476762821e-05,64,0,0.04999999701976776,0.050000011920928955
blackbox_itransformer,1,1,4,40,-0.00011639717297676281,-0.0001665193606645633,-6.570180257161461e-05,64,0,0.04999999701976776,0.050000011920928955
